,0
hardwork,8
hardworking,1
hardy,0
hare,1
harker,0
harlem,6
harley,2
harm,1
harmed,0
harmful,1
harming,0
harmonica,0
harmonies,1
harmonized,1
harmony,1
harper,0
harris,0
harrisburg,1
harrison,1
harry,4
harsh,2
hartford,6
hartley,0
harvest,2
harvester,1
harvey,2
hasbro,0
hash,1
hastings,0
hat,5
hatch,1
hatching,0
hate,7
hater,0
haters,1
hates,0
hatfield,0
hating,0
hatred,0
hats,2
hatta,0
hatton,0
haughty,0
haul,0
haunt,0
haunted,0
haunting,1
hauntingly,0
haute,0
havana,0
havard,0
havent,0
havin,0
havoc,2
hawaii,15
hawaiian,0
hawk,1
hawking,1
hawkins,1
hawt,0
hay,1
hayden,1
hayek,1
hayward,1
hazard,1
haze,0
hazel,2
hazmat,0
hazy,0
hb,0
hbc,0
hbo,0
hd,0
hea,1
head,22
headache,2
headaches,0
headed,3
header,1
heading,6
headless,0
headlights,0
headline,0
headlines,0
headphone,1
headphones,1
headquarter,0
headquarters,0
heads,4
headset,1
headshots,3
headwear,1
heady,1
heal,11
healed,2
healer,1
healing,17
heals,0
health,115
healthcare,17
healthier,1
healthy,67
healy,0
heap,0
hear,17
heard,19
hearfelt,0
hearing,4
hears,0
hearsay,1
heart,22
heartbeat,1
heartbreak,0
heartbreaking,1
heartbroken,0
hearted,0
heartfelt,0
heartland,0
hearts,1
heartwarming,0
hearty,1
heat,6
heath,0
heathen,0
heathens,0
heather,0
heathrow,4
heating,0
heaven,3
heavenly,2
heavens,0
heavily,31
heaviness,0
heaving,0
heavy,6
heavyweight,0
heber,2
hebrew,1
heck,1
hectic,0
heed,0
heel,0
heeled,0
heels,1
hehe,0
hehehe,1
heidelberg,0
height,2
heightened,0
heights,3
heineken,8
heino,1
heist,0
helath,0
held,2
helena,0
helicopter,1
helicopters,0
hell,12
hella,1
hello,16
helmet,1
helmets,1
help,125
helped,2
helper,3
helpers,1
helpful,1
helping,20
helpless,0
helps,4
helsinki,0
helta,0
hemel,0
hemlock,1
hemp,2
hempstead,0
hen,0
hence,2
henderson,0
henley,3
henna,1
hennessey,0
hennessy,0
henny,0
henri,0
henrietta,0
henry,0
hepatitis,2
heppy,1
herald,2
heralded,1
herb,4
herbal,4
herbert,1
herbs,5
herculean,2
herd,23
hereafter,0
hereby,1
heres,1
heritage,1
hermes,0
hermits,1
hernandez,1
herne,0
hero,228
heroes,9
heroic,0
heron,1
heros,1
herpes,1
herrera,0
hertfordshire,0
herts,0
herzegovina,2
hesitancy,1
hesitate,0
het,2
heterosexuals,1
hew,1
hey,16
hgtv,0
hh,1
hhh,1
hi,13
hiatus,0
hibernation,0
hicks,1
hid,0
hidden,2
hide,3
hideaway,0
hideout,0
hides,0
hiding,3
hier,0
hieroglyphs,0
highbury,3
higher,6
highest,3
highland,0
highlands,1
highlife,1
highlight,0
highlighted,0
highlighting,0
highlights,1
highly,8
highs,0
highschool,0
highway,2
highways,1
hike,8
hiker,0
hikes,0
hiking,6
hilarious,5
hilary,0
hill,29
hillary,0
hilliard,1
hills,9
hillsboro,0
hillsborough,0
hilltop,0
hilton,0
himalaya,0
himalayan,1
himalayas,0
hind,11
hinder,0
hinders,0
hindi,2
hindrance,0
hindu,2
hinduism,2
hines,1
hinn,0
hint,0
hinterland,0
hip,3
hiphop,8
hippie,2
hippies,1
hippo,9
hippy,0
hips,0
hipster,0
hipsters,0
hire,1
hired,0
hiring,1
hispanic,0
hissing,0
historic,4
historical,2
histories,0
history,20
hit,19
hitch,0
hitchcock,0
hitler,0
hits,5
hitters,1
hitting,2
hiv,12
hive,1
hiya,1
hk,0
hm,1
hmm,3
hmmm,1
hmmmm,0
hmmmmm,0
ho,2
hoard,3
hoarding,0
hoax,1
hobart,0
hobbies,1
hobby,2
hoboken,0
hockey,2
hoe,5
hoes,0
hoffman,0
hog,0
hogan,1
hogwarts,1
hol,0
hola,0
hold,9
holding,10
holdings,0
holds,5
hole,4
holed,0
holes,1
holiday,7
holidays,4
holistic,1
holistically,0
holland,2
holler,0
hollering,1
hollis,1
hollow,0
holly,3
hollywood,17
holmes,0
holo,0
holocaust,0
hologram,0
holroyd,0
holt,1
holy,0
homage,1
homeboy,1
homecoming,0
homegrown,0
homeland,1
homeless,5
homelessness,0
homelife,8
homemade,25
homeowner,0
homeowners,3
homeownership,0
homer,0
homes,13
homesick,0
homesteading,1
hometown,3
homework,4
homicide,1
homie,1
homies,8
homilies,0
hommes,0
hon,1
honda,3
honduras,1
hone,3
honest,1
honestly,1
honesty,0
honey,6
honeymoon,0
hong,4
hongkong,2
honking,1
honks,0
honky,1
honolulu,5
honor,4
honorable,3
honored,0
honoring,0
honour,1
honourable,2
honoured,0
hoo,1
hood,4
hooded,0
hoodie,5
hoodies,0
hook,1
hooked,0
hooking,0
hooks,0
hookup,1
hoon,1
hoop,2
hoopla,0
hoops,0
hoopz,0
hoosiers,0
hooters,1
hop,3
hope,78
hopeful,1
hopefully,14
hopefulness,0
hoper,0
hopes,2
hoping,13
hopkins,1
hopped,0
hopping,0
hops,0
horace,0
horizon,0
horizons,1
hormones,0
horn,0
horns,1
hornsby,1
horny,0
horoscope,0
horowitz,0
horrendously,1
horrible,2
horribleness,1
horribly,0
horrid,0
horrific,1
horrifying,1
horror,3
horrormovies,1
horse,2
horseback,1
horseman,1
horsemanship,1
horses,1
horsey,1
horton,0
horus,0
hosing,1
hospice,0
hospital,46
hospitality,3
hospitalized,0
hospitals,13
host,14
hostage,1
hosted,2
hostel,0
hostile,1
hosting,1
hosts,0
hot,22
hotdog,2
hotel,7
hotels,0
hotline,0
hots,0
hottest,2
hottub,0
houdini,1
hound,1
hour,16
hourly,0
hours,25
house,65
housebound,1
housed,0
household,4
households,0
housekeeper,1
houses,1
housesitting,1
housewife,1
housework,2
housing,3
houston,18
hove,0
hovered,0
howard,0
howcome,0
howell,1
howl,1
howling,1
hows,0
howse,0
hoyo,1
hp,0
hq,0
hra,3
hrs,5
ht,1
html,0
hu,0
hua,0
hub,3
hubby,1
hubert,0
hudson,2
hue,1
hues,0
huff,0
hug,4
huge,7
hugely,1
hugging,1
hugo,1
hugs,3
huh,0
hui,0
hula,1
hull,1
hullabaloo,1
hulme,0
hulu,0
hum,0
human,27
humanism,0
humanitarian,1
humanity,16
humankind,0
humans,10
humble,2
humbled,1
humbling,0
humdrum,0
humidity,29
humiliating,1
humor,12
humour,5
hump,1
humphries,0
hun,0
hund,4
hundred,1
hundreds,3
hung,1
hungary,0
hunger,9
hungers,1
hungry,3
hunk,2
hunt,2
hunter,1
hunters,1
hunting,2
huntsville,1
hurdles,2
hurricane,1
hurry,0
hurt,1
hurting,0
hurts,1
husband,6
husbands,1
hush,1
husky,0
hussain,0
hustle,2
hustlers,1
hustles,0
hustling,1
hut,0
hutch,0
hutchinson,1
hv,1
hw,0
hwy,1
hyatt,0
hybrid,0
hyde,0
hyderabadi,0
hydes,0
hydrate,0
hygiene,7
hymn,0
hype,1
hyper,0
hyperbolic,0
hypnotic,0
hypocrisy,1
hypocrite,0
hysteria,1
hysterical,0
hysterics,1
hz,0
i,1039
iain,0
iam,5
iba,0
ibanez,1
ibiza,0
ibrahim,3
ic,0
ica,1
icant,1
ice,9
iceberg,0
iced,2
iceland,1
icelandic,0
icey,0
icf,1
icon,3
iconic,2
icp,1
icu,8
icy,0
idaho,2
idea,8
ideal,0
ideally,0
ideas,5
identification,0
identified,1
identify,2
identifying,0
identity,3
ideologically,0
ideology,0
idiocy,0
idiot,3
idiotic,0
idiots,5
idk,3
idle,1
idling,0
idly,0
idolatry,0
idols,1
idris,1
ids,0
idyllic,0
ie,0
ies,0
ignite,0
ignition,0
ignorance,1
ignore,2
ignored,2
ignoring,0
iguess,0
ii,7
iii,2
iit,2
il,2
ile,1
illegal,2
illicitly,0
illinois,16
illiteracy,0
illiterate,0
illness,9
illnesses,1
illuminated,0
illuminati,0
illumination,0
illuminators,0
illustrated,0
illustration,8
illustrations,0
illustrator,2
im,8
image,30
images,8
imaginary,1
imagination,1
imaginative,0
imagine,3
imagined,2
imagines,0
imaging,0
imagining,0
imam,0
iman,1
imbibing,0
imc,1
imdb,0
imho,1
immaculate,0
immediate,3
immense,1
immensely,1
immerse,0
immigrant,1
immigrants,1
immigration,2
immoral,2
immortal,3
immune,15
immunity,22
imo,1
imovie,1
imp,0
impact,10
impacted,1
impacting,0
impacts,1
impassive,2
impatiently,1
impending,1
imperative,2
imperial,1
impersonation,0
impersonator,0
implement,4
implementation,4
implemented,0
implementing,0
implements,0
implicated,0
implication,0
implications,0
imploding,0
implore,0
importance,5
importantly,0
imported,0
imports,0
impose,1
imposed,3
imposition,0
impossible,0
impress,1
impressed,0
impressing,1
impression,0
impressionism,0
impressions,0
imprisoned,0
imprisonment,1
impromptu,1
improv,1
improve,6
improved,0
improvement,2
improvements,0
improves,1
improving,0
improvisation,1
improvise,3
improvised,0
imps,0
imran,0
ina,0
inability,0
inaccuracies,1
inactive,0
inaugurated,0
inbetween,0
inbound,1
inc,8
inca,0
incarcerated,1
incarnation,0
incas,0
incase,2
incense,0
incentives,0
inception,0
inch,2
inches,4
incident,1
incidents,0
incline,1
include,11
included,1
includes,10
including,18
inclusive,1
incognito,1
income,2
incoming,0
incompetence,4
incompetent,2
incomplete,2
inconvenience,0
incorporated,0
increase,30
increased,5
increases,2
increasing,4
increasingly,1
incredible,6
incredibly,3
incurable,0
indebted,0
indeed,3
indefinite,1
indefinitely,1
independence,0
independent,3
index,1
india,165
indian,21
indiana,14
indianapolis,1
indians,8
indicate,0
indicates,2
indie,1
indies,0
indigenous,0
indigo,0
indirectly,0
individual,4
individualism,0
individuality,0
individually,2
individuals,3
indo,2
indonesia,20
indonesian,1
indonesians,1
indoor,2
indoors,20
indra,0
induced,2
indulge,0
indulging,1
industrial,3
industrialists,1
industries,1
industry,12
ine,1
ineffective,1
inequalities,1
inequality,0
inequity,0
inevitable,0
inevitably,1
inexpensive,1
inez,1
infamous,0
infamously,0
infamy,0
infect,4
infected,21
infecting,1
infection,31
infections,0
infectious,1
inferiors,0
infested,0
infiltration,0
infinitely,0
infinity,4
inflation,0
inflicted,0
influence,1
influenced,0
influential,1
info,3
inform,2
informal,0
information,22
informations,1
informative,2
informed,4
infos,0
infra,1
infrastructure,1
infused,0
ing,3
ingalls,1
ingenious,0
ingenuity,0
ingredient,0
ingredients,5
inheritance,1
inherited,0
inhumane,0
inigo,0
iniquity,0
initial,4
initially,0
initials,1
initiated,2
initiative,2
initiatives,1
injected,1
injection,2
injections,1
injure,2
injured,1
injuries,1
injury,4
injustice,0
ink,4
inked,1
inkling,1
inman,0
inmate,0
inmates,2
inn,1
inna,0
innaccurate,2
inner,4
innocence,0
innocent,3
innovate,0
innovated,0
innovation,0
innovations,1
innovative,4
input,0
inquire,0
inquiries,0
inquiry,0
ins,3
insane,3
insanity,2
insecurity,2
insert,2
insider,0
insight,2
insightful,0
insights,1
insignia,1
insinuation,1
insinuations,0
insist,1
insomnia,1
inspection,0
inspiration,14
inspirational,1
inspirations,0
inspire,2
inspired,11
inspires,1
inspiring,0
inspite,0
install,3
installation,2
installations,2
installed,2
installing,0
installment,0
instance,0
instant,1
instead,14
instill,0
instilled,0
instilling,0
instinct,0
instincts,0
institute,6
instituted,0
institutions,3
instructing,0
instructions,3
instructor,0
instructors,1
instructs,1
instrument,1
instrumental,3
instrumentals,0
instruments,0
insulin,0
insurance,6
insure,0
int,0
intact,0
intake,1
integral,0
integrate,0
integrity,1
intellects,0
intellectual,1
intelligence,0
intelligent,2
intended,1
intending,0
intense,1
intensely,0
intensified,0
intensifies,0
intensity,0
intensive,4
intention,1
intents,1
interacial,0
interact,0
interacted,1
interacting,1
interaction,1
interactions,0
interactive,1
intercession,0
interchange,0
intercom,0
intercontinental,0
interest,0
interested,6
interesting,4
interestingly,0
interfere,0
interfering,0
interior,3
interiors,1
international,8
internationales,0
internet,5
interning,1
interrupt,0
interrupted,1
interrupting,2
interruption,0
intersection,0
interspersed,1
interstate,0
interstellar,1
intervals,0
intervention,0
interventions,0
interview,10
interviewed,0
interviewing,0
interviews,1
intimacy,0
intimate,1
intresting,0
intro,0
introduce,0
introduced,0
introducing,11
introduction,0
introvert,1
introverted,1
inundated,1
invade,1
invaded,1
invader,0
invaders,0
invading,0
invariably,1
invasion,1
invent,0
invented,1
invention,1
inventions,1
inventive,0
inventory,29
invesment,1
invest,4
invested,2
investigate,1
investigating,0
investigation,1
investing,2
investment,1
investments,2
investor,2
investors,0
invincible,0
invisible,1
invitation,1
invite,4
invited,2
invites,1
invoke,0
involve,0
involved,4
involves,0
involving,2
inward,1
ion,2
iot,0
iota,0
iowa,4
ip,1
iphone,42
ips,0
iq,1
iran,1
iraq,22
ireland,87
irene,0
iris,1
irish,3
irl,0
irmgard,0
iron,1
ironic,1
ironical,1
ironman,13
irony,6
iroquois,1
irrelevant,1
irrespective,0
irresponsible,0
irrigation,4
irritable,1
irritated,1
irs,0
irvine,8
irving,0
isa,0
isaacs,1
isaiah,1
ise,1
ish,2
isha,1
ishii,0
ishq,0
ishwar,0
isi,0
isiah,0
ising,0
isla,2
islam,1
island,26
islander,0
islands,0
isle,1
islington,1
ism,0
ismail,0
isnt,1
isolate,3
isolated,7
isolates,0
isolating,0
isolation,94
israel,10
israeli,1
isreal,1
iss,0
issue,3
issued,3
issues,5
issuing,2
ist,0
istanbul,2
italia,24
italian,5
italiano,1
italians,1
italien,0
italy,41
itch,0
itching,1
item,1
items,7
ithaca,0
itunes,1
iv,1
ivan,0
ivana,1
ive,2
ivy,1
ix,2
iz,0
izmir,0
j,8
ja,11
jaa,1
jaan,0
jab,1
jabs,0
jack,1
jacked,0
jacket,2
jackets,0
jackie,2
jackpot,0
jacks,0
jackson,2
jacksons,0
jacksonville,0
jaco,0
jacob,0
jaega,0
jago,1
jags,1
jah,13
jai,17
jaihind,0
jail,2
jailed,0
jails,0
jaime,3
jain,0
jaipur,30
jakarta,22
jake,0
jakob,0
jalapeno,1
jam,5
jamaica,22
jamaican,1
jamaicans,2
jamb,1
jambalaya,2
james,2
jameson,0
jamestown,1
jamie,0
jamison,0
jammed,0
jammin,1
jamming,0
jams,1
jan,3
jana,2
jane,0
janeiro,0
janes,0
janet,0
janitorial,0
janney,0
january,3
japan,48
japanese,3
jar,4
jared,2
jarjar,0
jars,0
jarvis,1
jasmine,0
jason,3
jatin,0
java,0
jaws,0
jax,1
jay,0
jaya,1
jayaraj,0
jayston,1
jazz,4
jbl,0
jc,0
je,0
jealous,0
jean,1
jeans,1
jeep,0
jeevan,0
jeff,0
jefferson,1
jeffrey,0
jehan,1
jehovah,0
jekyll,1
jello,1
jelly,2
jen,0
jenkin,1
jenkins,0
jenna,1
jennifer,1
jennings,1
jenny,3
jeremy,3
jericho,2
jerk,1
jerky,0
jerome,0
jerry,0
jersey,12
jerseys,0
jerusalem,2
jesse,0
jesus,17
jet,0
jetting,1
jewel,0
jewellers,1
jewellery,0
jewelry,1
jewels,1
jewish,2
jews,1
jfk,0
ji,5
jiggy,1
jigsaw,1
jim,2
jimenez,1
jimi,0
jimmy,0
jims,1
jin,1
jinn,0
jitsu,2
jj,1
jk,0
jl,0
jlo,0
jm,1
jo,0
joann,0
joanna,1
job,15
jobe,0
jobless,2
joblessness,0
jobs,2
jochen,0
jock,1
jocks,0
jodhpur,2
jodi,0
joe,2
joel,0
joes,0
joey,0
jog,4
joggers,1
jogging,1
joh,0
johannes,1
johannesburg,1
john,6
johnny,0
johns,0
johnson,4
johnstone,1
join,48
joined,5
joining,2
joins,2
joint,0
jojo,0
joke,5
joked,1
joker,0
jokes,4
joking,1
jokingly,1
joliet,0
jolla,0
jonas,0
jonathan,1
jones,2
jordan,5
jorge,1
jose,1
joseph,0
josephs,0
josey,0
josh,2
joshi,2
joshua,0
jour,2
journal,4
journalism,4
journalist,1
journalists,1
journals,0
journey,3
journeys,1
jovi,0
jowl,0
joy,7
joyce,1
joyeux,0
joyful,0
joyous,0
joyride,0
joys,0
jp,0
jr,0
js,0
jst,0
jt,1
ju,0
juan,3
jubilee,1
judah,0
judd,2
jude,0
judge,3
judged,0
judgement,0
judges,0
judging,0
judgmental,0
judicial,0
judith,0
judy,0
jug,1
juggle,0
juggles,0
juggling,1
juhi,0
juice,1
juices,1
juicy,1
julia,0
julian,0
juliana,0
julianne,0
julie,1
juliet,0
julio,0
julius,0
july,4
jumbo,0
jump,2
jumped,1
jumper,2
jumpers,1
jumping,1
jumps,1
jumpsuit,1
jumpy,0
junagadh,0
junction,3
june,2
jung,1
jungle,3
junior,0
junk,0
junky,1
junkyard,0
juno,1
junta,0
jupiter,0
jurassic,0
jury,1
jus,1
justice,2
justification,0
justin,1
jw,1
k,36
ka,2
kaat,0
kabuki,0
kabul,0
kahin,0
kahn,0
kai,1
kaif,1
kaiser,0
kaka,1
kalama,0
kalamazoo,1
kale,0
kam,0
kama,1
kambel,0
kampala,11
kampung,0
kanagawa,0
kanes,0
kannada,0
kano,4
kanpur,1
kansas,2
kanye,2
kao,2
kaos,0
kapadia,0
kapadokya,1
kapoor,1
kappa,0
kapper,1
kar,1
karachi,0
karaoke,4
karate,3
kareem,0
karel,0
karen,2
karfreitag,0
kari,1
karim,1
karla,0
karma,1
karo,4
karta,0
kasbah,0
kash,0
kashmir,10
kasturba,0
kata,1
kate,1
kathmandu,0
kathryn,1
kathy,1
katie,1
katrina,1
katy,0
kaun,1
kaushik,2
kay,1
kaya,1
kayak,0
kaye,1
kb,0
kc,0
ke,4
kearney,0
kebab,2
kee,1
keen,0
keener,0
keep,117
keeper,2
keepin,0
keeping,37
keeps,5
kei,1
keighley,0
keith,0
keli,0
kell,6
keller,0
kelly,0
kelowna,1
kemo,0
kemp,1
kemper,0
ken,3
kendall,0
kendrick,0
kennedy,0
kenner,1
kenneth,1
kenny,3
kent,1
kentucky,6
kenya,32
kenyatta,0
kept,8
kerala,15
kermit,2
kerry,0
kershaw,2
ketchum,0
ketchup,2
kettle,1
kev,0
kevin,0
kewl,0
key,9
keyboard,0
keyboards,1
keynes,0
keys,3
keystone,0
kfc,4
kg,0
khan,5
khanna,0
kheir,1
kho,0
khushi,0
ki,4
kia,2
kiara,1
kick,9
kickass,0
kickball,1
kickboxing,1
kicked,4
kicker,0
kickin,0
kicking,7
kickoff,0
kicks,3
kid,10
kidding,1
kiddo,1
kiddos,3
kidney,7
kidneys,4
kids,38
kiel,0
kiki,0
kilimanjaro,1
kilkenny,0
kill,23
killa,0
killarney,1
killbill,1
killed,4
killer,5
killers,1
killin,2
killing,5
killings,0
kills,3
kilo,0
kilpatrick,0
kim,2
kimberley,0
kimono,1
kin,0
kind,12
kinda,4
kinder,1
kindergarten,3
kindest,4
kindle,1
kindly,10
kindness,5
kinds,1
kinetic,1
king,10
kingdom,67
kingmaker,0
kings,1
kingston,18
kink,1
kinks,0
kinshasa,1
kirby,0
kiss,6
kissed,0
kisser,0
kisses,1
kissing,0
kit,8
kitch,0
kitchen,11
kitchener,0
kite,0
kits,10
kitten,5
kittens,0
kittredge,0
kitty,0
kiwi,2
klara,0
kleine,0
km,23
kmart,1
kms,1
knack,0
knee,2
kneel,1
kneeling,1
knees,2
knew,5
knicks,0
knife,1
knight,0
knights,1
knit,0
knitted,0
knitting,3
knives,0
kno,1
knob,0
knock,5
knockdown,1
knocked,0
know,121
knowing,5
knowingly,0
knowledge,3
known,7
knows,9
knoxville,1
knuckle,0
knucklehead,0
knut,0
ko,6
kobe,0
koch,0
kodak,0
kohli,0
kok,1
koko,0
kolkata,5
kombat,0
komodo,2
kondo,0
kong,5
kono,0
koolaid,1
korea,36
korean,2
korn,0
korngold,0
kosher,2
koster,0
koto,1
koyuki,0
kp,0
kraftwerk,0
krazy,1
kris,1
krishna,0
kristen,1
kristian,2
kroger,3
krogers,1
krzyzewski,1
ks,4
ksa,4
ktla,0
ku,1
kuala,1
kubo,0
kuch,1
kudos,2
kumar,0
kumquat,0
kung,1
kungfu,1
kunst,0
kuntz,1
kush,0
kushner,1
kuwait,3
kwame,0
kwon,0
ky,0
kya,1
kyle,0
kylie,0
kyoto,1
l,19
la,32
lab,5
label,2
labelled,0
labelling,0
labels,0
labor,2
laboratories,0
laboratory,4
labour,1
labourers,0
labours,0
labrador,2
labs,2
labyrinth,0
lace,1
laced,3
laces,1
lacey,0
lack,10
lackadaisical,1
lacking,1
lacrosse,1
lad,0
ladakh,3
ladd,0
ladder,0
ladened,1
ladies,7
ladle,0
lads,1
lady,5
lafayette,0
lafferty,0
lafia,1
lager,2
lago,0
lagoon,0
lagos,116
lagrange,0
laguna,5
lah,0
laid,0
laidback,0
laik,0
laila,1
lain,1
lair,2
lait,0
lake,17
lakers,0
lakes,1
lakeside,3
lakeview,0
lakhs,2
lamb,3
lambeth,1
lamborghini,0
lambs,0
lame,0
lamma,0
lamp,1
lamps,3
lana,1
lancashire,0
lancaster,1
lance,0
lancing,0
land,11
landed,2
landen,0
landes,1
landing,1
landings,1
landlord,5
landlords,1
landmark,1
landover,1
landscape,8
landscapes,0
landscaping,4
lane,4
lanes,4
lang,3
langa,0
lange,0
langley,0
language,2
languages,0
lanka,0
lansing,1
lantern,2
lanterns,0
lap,0
laps,1
lapse,1
laptop,1
laptops,1
lara,1
laramie,0
laredo,0
larger,0
largest,5
largo,0
lark,1
larry,2
las,8
lasagna,1
laser,1
lash,0
lashes,0
lashings,0
lasted,1
lasts,0
lat,0
late,15
lately,3
latenight,1
lateral,0
latest,28
latex,2
latin,1
latina,1
latino,7
latt,1
latte,1
latter,0
lattes,1
lattice,1
latvia,0
lauded,0
lauderdale,1
lauds,1
laugh,16
laughed,2
laughing,5
laughlin,0
laughs,2
laughter,3
launch,1
launched,2
launches,2
launching,1
laundromat,2
laundry,4
laura,1
lauren,0
lavender,1
lavigne,1
law,11
lawn,1
lawrence,5
lawrenceville,1
laws,3
lawsuit,1
lawton,0
lawyer,1
lawyers,0
lax,3
laxmi,0
lay,0
layer,4
layers,3
laying,0
layla,1
layman,0
layoff,0
layout,0
layover,0
lays,0
lazarou,0
lazy,1
lb,0
lbs,2
lds,0
le,2
lead,3
leader,4
leaders,1
leadership,4
leading,7
leads,1
leaf,1
league,4
leah,1
leak,0
leakage,0
leaked,0
leaking,2
lean,2
leander,0
leandro,0
leaning,1
leap,1
learn,25
learned,6
learner,0
learning,11
learnt,0
lease,1
leash,0
leather,2
leave,22
leaves,3
leaving,4
lebanese,1
lebanon,4
leben,1
lebron,2
lecture,0
lecturing,0
led,7
ledge,1
lee,0
leeds,0
leek,0
leena,0
leer,1
lees,2
leesville,0
leftover,1
leftovers,5
lefty,1
leg,5
legacies,0
legacy,1
legal,7
legalise,0
legally,1
legend,5
legendary,2
legends,3
legged,0
legislation,0
legit,3
lego,21
legolas,1
legs,5
leia,0
leica,1
leicester,1
leif,1
leighton,0
leipzig,0
leisure,1
leith,1
lek,1
lemme,8
lemon,6
lemonade,0
lemons,3
lenders,0
lending,1
length,2
lengths,1
lengthy,0
lenoir,0
lens,2
lenses,1
lent,1
lento,0
leo,1
leon,1
leonards,0
leone,0
leotard,1
lepage,0
leprechaun,1
ler,2
les,2
lesbian,2
lesson,5
lessons,6
lethal,0
lethargic,0
lets,18
letter,5
letterbox,0
letters,0
letting,9
level,29
leveler,0
leveling,1
levels,3
levi,1
levity,0
levy,0
lewis,1
lexicon,1
lexington,1
lexx,0
lgbt,11
lh,0
li,2
liabilities,1
liable,0
liam,0
liars,0
lib,0
liberal,0
liberate,0
liberation,0
liberia,0
liberty,0
libra,0
libraries,0
library,1
licence,0
license,1
licensed,2
licenses,1
licht,0
licious,1
lick,0
lickin,1
licking,1
lidl,2
lie,5
liebe,1
lieber,0
lief,0
lier,1
lies,7
lieutenant,0
life,479
lifeline,3
lifer,0
lifers,1
lifes,1
lifesaver,0
lifestyle,13
lifetime,1
lift,2
lifted,6
lifting,3
lifts,1
light,40
lighted,1
lighten,2
lighter,1
lighters,0
lighthouse,3
lighting,2
lightly,1
lightness,1
lightning,2
lights,7
lightweight,0
liked,0
likelihood,0
likely,3
likeness,0
likes,8
liking,0
lil,12
lilies,1
lily,1
lima,1
limber,0
limbo,0
lime,31
limit,6
limitations,1
limited,23
limits,2
lincoln,1
linda,0
linden,0
lindsey,0
line,20
lined,1
liners,1
lines,13
lineup,0
lingerie,0
lingering,1
linguine,0
lining,4
link,94
linked,1
linking,0
links,0
linz,1
lion,2
lioness,0
lions,1
lip,0
liposuction,0
lips,0
lipstick,1
lipsync,1
liquid,0
liquor,8
liquors,1
lisa,1
lisboa,0
lisbon,3
liss,0
list,9
listed,1
listen,18
listened,0
listener,0
listening,6
listing,3
listings,1
lists,1
lit,4
lite,1
literacy,0
literal,0
literally,6
literate,1
literature,0
lithuania,1
litigation,1
litter,1
litterally,1
littered,0
liu,2
live,120
lived,0
livelihood,0
livelihoods,0
lively,1
liver,3
liverpool,7
livery,1
lives,31
livestock,0
livin,2
livvy,1
liye,0
liz,1
liza,0
lizard,0
lizards,0
lize,0
ll,56
llc,7
lm,1
lmao,3
lmfao,5
ln,0
lo,1
load,0
loaded,3
loading,1
loads,1
loaf,0
loafers,0
loan,1
loaned,0
loans,2
lobby,0
lobster,2
loc,0
local,55
locally,0
locals,2
locate,1
located,3
location,36
locations,1
loch,1
lock,168
locked,83
locking,0
locks,0
lockup,0
lockwood,0
locomotive,1
locust,0
locusts,0
lodge,1
lodging,0
lodi,0
loft,1
lofts,0
lofty,0
log,7
logan,1
logic,1
logical,0
login,1
logistics,0
logo,6
logon,0
logos,1
loins,1
lol,44
lola,0
lolol,1
loma,0
lombard,1
lombardi,0
lona,0
london,85
lone,2
loneliness,0
lonely,0
loner,1
longer,12
longest,2
longhair,0
longing,0
longtime,1
lonliness,1
lonsdale,1
loo,0
look,57
lookalike,1
looked,5
lookin,1
looking,37
lookout,0
looks,24
looming,1
looney,1
loop,0
loops,1
loopy,0
loose,1
loosely,0
loosen,0
loosing,1
lopez,1
lord,12
lords,1
lordship,0
loren,1
lorenzo,1
los,52
lose,9
losers,0
loses,0
losing,6
loss,3
lossed,0
losses,2
lost,8
lot,38
lotion,2
lotr,0
lots,18
lotta,0
lotte,0
lottery,2
lotto,0
lotus,0
loud,2
louder,0
louis,3
louisa,1
louisiana,12
louisville,1
lounge,5
lounging,1
louvre,0
love,174
lovebirds,0
lovecraft,1
lovecrafts,1
loved,10
lovelife,3
loveliness,0
lovell,0
lovely,16
lover,0
lovers,2
loves,6
lovestory,1
lovin,0
loving,5
lovingly,0
low,31
lowbrow,0
lowdown,0
lowe,3
lower,3
lowered,0
lowering,0
lowes,1
lowest,1
lowkey,0
lows,0
loyal,1
loyalty,1
lp,1
ls,0
lt,3
ltd,0
ltr,1
lubbock,0
lube,0
lucas,0
lucasfilm,1
lucia,0
lucie,0
lucien,0
luciferian,1
lucius,1
luck,4
luckely,1
luckiest,2
luckily,0
lucky,9
lucy,1
ludo,0
luggage,0
luis,2
luke,1
lul,0
lullaby,0
lulls,0
lumberjack,0
luminous,0
lumpur,1
luna,0
lunar,0
lunch,16
lunched,1
lunchtime,0
lunchtimes,0
lund,2
lung,1
lunge,1
lunges,1
lungs,10
lupus,0
lure,0
lures,0
lurking,3
lush,1
lushness,0
lust,1
luster,0
lusty,0
lutheran,1
luv,1
lux,2
luxembourg,0
luxury,6
luz,1
lv,0
lve,0
ly,1
lyf,1
lying,24
lyle,1
lyman,0
lyme,2
lyndhurst,0
lynn,1
lyric,1
lyrical,0
lyricism,0
lyricist,0
lyrics,5
m,187
ma,12
maa,1
maars,0
maas,1
mac,1
macao,1
macarena,0
macaroni,1
macbook,0
macdonalds,0
macedonia,1
machado,3
mache,1
machina,0
machine,4
machines,1
machu,0
macro,0
macy,0
mad,8
madam,0
maddie,1
